"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"299","Palhaçada","Doris Monteiro",1961,6101,211,90,121,"pt","portuguese","por","pt"
"300","Blue Moon","The Marcels",1961,6102,68,47,21,"en","english","eng","en"
"301","Bat Masterson","Carlos Gonzaga",1961,6103,76,41,35,"pt","portuguese","por","pt"
"302","Faz Me Rir","Edith Veiga",1961,6104,75,53,22,"pt","portuguese","por","pt"
"303","Biquini de Bolinha Amarelinha","Ronnie Cord",1961,6105,180,67,113,"pt","portuguese","por","pt"
"304","It's Now Or Never","Elvis Presley",1961,6106,116,65,51,"en","middle_frisian","eng","en"
"305","Surrender","Elvis Presley",1961,6107,86,34,52,"en","english","eng","en"
"306","Negue","Nelson Gonçalves",1961,6108,110,31,79,"pt","portuguese","por","pt"
"307","Maringá","Carlos Galhardo",1961,6109,88,68,20,"pt","portuguese","por","pt"
"308","Ninguém é de Ninguém","Cauby Peixoto",1961,6110,88,50,38,"pt","portuguese","por","pt"
"309","Boato","Elza Soares",1961,6111,159,43,116,"pt","portuguese","por","pt"
"310","Solidão","Núbia Lafayette",1961,6112,131,29,102,"pt","portuguese","por","pt"
"311","Ansiedad","Nat King Cole",1961,6113,106,45,61,"es","spanish","spa","es"
"312","Devaneio","Djalma Ferreira",1961,6114,67,43,24,"pt","portuguese","por","pt"
"313","The Twist","Chubby Checker",1961,6115,108,38,70,"en","english","sco","en"
"314","Mulata Assanhada","Miltinho",1961,6116,159,45,114,"pt","portuguese","por","pt"
"315","Calcutta","Lawrence Welk",1961,6117,122,48,74,"en","english","sco","en"
"316","Look For A Star","Garry Miles",1961,6118,101,53,48,"en","english","eng","en"
"317","Exodus","Ferrante & Teicher",1961,6119,320,87,233,"en","english","eng","en"
"318","Apache","The Jet Blacks",1961,6120,1,1,0,NA,"portuguese","cat",NA
"319","La Barca","Trio Cristal",1961,6121,119,57,62,"es","spanish","spa","es"
"320","O Barquinho","João Gilberto",1961,6122,107,46,61,"pt","portuguese","por","pt"
"321","Runaway","Del Shannon",1961,6123,220,63,157,"en","english","eng","en"
"322","My Home Town","Paul Anka",1961,6124,182,122,60,"en","english","sco","en"
"323","Corina, Corina","Demetrius",1961,6125,90,35,55,"pt","portuguese","por","pt"
"324","Coração de Luto","Teixeirinha",1961,6126,170,120,50,"pt","portuguese","por","pt"
"325","Agora","Alcides Gerardi",1961,6127,190,70,120,"pt","portuguese","por","pt"
"326","Perdão Para Dois","Cauby Peixoto",1961,6128,78,45,33,"pt","portuguese","por","pt"
"327","Pelo Bem Que Te Quero","Orlando Dias",1961,6129,120,59,61,"pt","portuguese","por","pt"
"328","Poema do Adeus","Miltinho",1961,6130,51,38,13,"pt","portuguese","por","pt"
"329","Bata Baby","Wilson Miranda",1961,6131,146,51,95,"pt","portuguese","por","pt"
"330","Wonderland By Night","Bert Kaempfert",1961,6132,98,41,57,"en","english","eng","en"
"331","Ternura Antiga","Tito Madi",1961,6133,36,29,7,"pt","portuguese","por","pt"
"332","Só Vou de Mulher","Os Cariocas",1961,6134,92,63,29,"pt","portuguese","por","pt"
"333","Água de Beber","Isaura Garcia",1961,6135,81,44,37,"pt","portuguese","por","pt"
"334","Pony Time","Chubby Checker",1961,6136,161,59,102,"en","scots","eng","en"
"335","Never On Sunday","Melina Mercouri",1961,6137,90,47,43,"en","english","eng","en"
"336","Michael","The Highwaymen",1961,6138,256,12,244,"en","scots","snk","en"
"337","G.I. Blues","Elvis Presley",1961,6139,162,73,89,"en","english","eng","en"
"338","Aliança","Fernando Barreto",1961,6140,137,45,92,"pt","portuguese","por","pt"
"339","Marcha do Pintinho","Emilinha Borba",1961,6141,28,23,5,"pt","portuguese","por","pt"
"340","A Noiva","Angela Maria",1961,6142,188,67,121,"pt","portuguese","por","pt"
"341","Ninguém Chora Por Mim","Moacyr Franco",1961,6143,57,49,8,"pt","catalan","por","pt"
"342","O Amor em Paz","João Gilberto",1961,6144,46,31,15,"pt","portuguese","por","pt"
"343","Olga","Os Cometas",1961,6145,41,24,17,"pt","portuguese","por","pt"
"344","Wheels","String-A-Longs",1961,6146,264,67,197,"en","english","eng","en"
"345","Amor em Paz","João Gilberto",1961,6147,46,31,15,"pt","portuguese","por","pt"
"346","Amor Impossível","Carlos Nobre",1961,6148,156,40,116,"pt","portuguese","por","pt"
"347","Cadeira Vazia","Elza Soares",1961,6149,112,90,22,"pt","portuguese","por","pt"
"348","Dinah","Clério Morais",1961,6150,142,57,85,"en","english","eng","en"
"349","Abismo de Rosas","Dilermando Reis",1961,6151,106,84,22,"pt","portuguese","por","pt"
"350","Ironia","Carlos Nobre",1961,6152,321,195,126,"pt","portuguese","por","pt"
"351","Apache","The Shadows",1961,6153,1,1,0,NA,"portuguese","cat",NA
"352","Ciúme em Tudo","Orlando Dias",1961,6154,66,45,21,"pt","portuguese","por","pt"
"353","Justiça de Deus","Leila Silva",1961,6155,60,31,29,"pt","portuguese","por","pt"
"354","Lágrimas de Palhaço","Osny Silva",1961,6156,389,226,163,"pt","portuguese","por","pt"
"355","Never On Sunday","Don Costa",1961,6157,90,47,43,"en","english","eng","en"
"356","Paciência","Osny Silva",1961,6158,154,56,98,"pt","portuguese","por","pt"
"357","Greenfields","Cantores de Ébano",1961,6159,97,60,37,"pt","portuguese","por","pt"
"358","Maria Chiquinha","Sônia Mamede",1961,6160,164,53,111,"pt","portuguese","por","pt"
"359","Poema das Mãos","Moacyr Franco",1961,6161,100,35,65,"pt","portuguese","por","pt"
"360","Leva Eu Sodade","Nilo Amaro & Os Cantores de Ébano",1961,6162,53,36,17,"pt","portuguese","por","pt"
"361","Run Samson Run","Neil Sedaka",1961,6163,166,79,87,"en","scots","eng","en"
"362","Saudade","Dalva de Oliveira",1961,6164,51,39,12,"pt","portuguese","por","pt"
"363","Louco Por Você","Roberto Carlos",1961,6165,69,44,25,"pt","portuguese","por","pt"
"364","A Lua é dos Namorados","Angela Maria",1961,6166,39,22,17,"pt","portuguese","por","pt"
"365","O Bom Menino","Carequinha",1961,6167,125,67,58,"pt","portuguese","por","pt"
"366","Abaixo de Adeus","Jorge Veiga",1961,6168,41,30,11,"pt","portuguese","por","pt"
"367","Amargo Retorno","Trio Cristal",1961,6169,85,54,31,"es","spanish","spa","es"
"368","Seria Tão Diferente","Núbia Lafayette",1961,6170,53,18,35,"pt","portuguese","por","pt"
"369","Analfabeta em Amor","Ellen de Lima",1961,6171,78,57,21,"pt","portuguese","por","pt"
"370","Não Sabemos","Leila Silva",1961,6172,62,50,12,"pt","portuguese","por","pt"
"371","As Folhas Verdes","Wilma Bentivegna",1961,6173,42,35,7,"pt","portuguese","por","pt"
"372","Quero Morrer no Carnaval","Linda Batista",1961,6174,35,28,7,"pt","portuguese","por","pt"
"373","Devolvi","Núbia Lafayette",1961,6175,65,40,25,"pt","portuguese","por","pt"
"374","Ave-Maria","Dalva de Oliveira",1961,6176,217,32,185,"pt","portuguese","por","pt"
"375","Me Leva Pro Céu","Emilinha Borba",1961,6177,56,36,20,"pt","portuguese","por","pt"
"376","Não Me Envergonho","Osny Silva",1961,6178,69,52,17,"pt","portuguese","por","pt"
"377","Zé Bonitinho","Jorge Loredo",1961,6179,63,52,11,"pt","portuguese","por","pt"
"378","Beija-me Depois","Anísio Silva",1961,6180,45,37,8,"pt","portuguese","por","pt"
"379","Deixa-me Andar","Elizeth Cardoso",1961,6181,57,42,15,NA,"portuguese","por",NA
"380","Rock do Ratinho","Carequinha",1961,6182,64,36,28,"pt","portuguese","por","pt"
"381","Borrasca","Angela Maria",1961,6183,60,49,11,"pt","portuguese","por","pt"
"382","Boudah","The Jordans",1961,6184,165,71,94,"ht","french","hat","ht"
"383","Minhas Namoradas","Cauby Peixoto",1961,6185,154,108,46,"pt","portuguese","por","pt"
"384","Save The Last Dance For Me","Ronnie Lummer",1961,6186,186,79,107,"en","english","eng","en"
"385","Rock do Saci","Demétrius",1961,6187,93,60,33,"pt","portuguese","por","pt"
"386","Alma de Boêmio","José Orlando",1961,6188,217,130,87,"pt","portuguese","por","pt"
"387","Cansei de Rock","Nora Ney",1961,6189,105,40,65,"pt","portuguese","por","pt"
"388","Eu Já Te Vi","Rogéria",1961,6190,169,104,65,"pt","portuguese","por","pt"
"389","Castiguei","Altamiro Carrilho",1961,6191,79,41,38,"pt","portuguese","por","pt"
"390","My Love For You","Johnny Mathis",1961,6192,69,36,33,"en","english","eng","en"
"391","Chega","Carlos Augusto",1961,6193,152,53,99,"pt","portuguese","por","pt"
"392","Hey Mama","Celly Campello",1961,6194,380,121,259,"en","scots","eng","en"
"393","Fica Comigo Esta Noite","Nelson Gonçalves",1961,6195,79,37,42,"pt","portuguese","por","pt"
"394","Per Omnia Secula","Carminha Nascimento",1961,6196,79,49,30,"pt","portuguese","por","pt"
"395","Triste Regresso","Léo Belico",1961,6197,120,50,70,"pt","portuguese","por","pt"
"396","Não Sou de Nada","Fernando Costa",1961,6198,103,75,28,"pt","portuguese","por","pt"
"397","Poema das Mãos","João Dias",1961,6199,100,35,65,"pt","portuguese","por","pt"
"398","Não Deixe a Peteca Cair","Trio Irakitan",1961,61100,45,34,11,"pt","portuguese","por","pt"
"399","O Trovador de Toledo","Gilda Lopes",1962,6201,88,64,24,"pt","portuguese","por","pt"
"400","Prelúdio Para Ninar Gente Grande (Menino Passarinho)","Luiz Vieira",1962,6202,31,21,10,"pt","portuguese","por","pt"
"401","Let's Twist Again","Chubby Checker",1962,6203,159,52,107,"en","english","sco","en"
"402","Fica Comigo Esta Noite","Nelson Gonçalves",1962,6204,79,37,42,"pt","portuguese","por","pt"
"403","Estão Voltando As Flores","Helena de Lima",1962,6205,30,25,5,"pt","portuguese","por","pt"
"404","Leva Eu Sodade","Nilo Amaro & Os Cantores de Ébano",1962,6206,53,36,17,"pt","portuguese","por","pt"
"405","Suave é a Noite","Moacyr Franco",1962,6207,62,35,27,"pt","portuguese","por","pt"
"406","Multiplication","Bobby Darin",1962,6208,199,114,85,"en","english","eng","en"
"407","Tu Sabes","Martha Mendonça",1962,6209,130,79,51,"pt","portuguese","por","pt"
"408","A Mesma Rosa Amarela","Conjunto Farroupilha",1962,6210,48,31,17,"pt","portuguese","por","pt"
"409","Amor","Rinaldo Calheiros",1962,6211,143,71,72,"pt","portuguese","por","pt"
"410","Meu Querido Lindo","Moacyr Franco",1962,6212,119,89,30,"pt","portuguese","por","pt"
"411","Quem é","Silvinho",1962,6213,72,63,9,"pt","portuguese","por","pt"
"412","Palavras de Amor","Alcides Gerardi",1962,6214,109,58,51,"pt","portuguese","por","pt"
"413","Peppermint Twist","Joey Dee & The Starlites",1962,6215,210,46,164,"en","english","eng","en"
"414","Poema","Renato Guimarães",1962,6216,188,68,120,"pt","portuguese","por","pt"
"415","Rancho das Flores","Coral do Corpo de Bombeiros",1962,6217,173,112,61,"pt","portuguese","por","pt"
"416","Midnight In Moscow","Kenny Ball & His Jazzmen",1962,6218,24,23,1,"en","english","sco","en"
"417","The Wanderer","Dion",1962,6219,203,82,121,"en","english","eng","en"
"418","Escândalo","Cauby Peixoto",1962,6220,120,71,49,"pt","portuguese","por","pt"
"419","Rock-A Hula Baby","Elvis Presley",1962,6221,139,50,89,"en","english","eng","en"
"420","Quem Eu Quero","Raul Sampaio",1962,6222,171,41,130,"pt","portuguese","por","pt"
"421","Stella By Starlight","Ray Charles",1962,6223,62,43,19,"en","english","eng","en"
"422","Seria Tão Diferente","Núbia Lafayette",1962,6224,53,18,35,"pt","portuguese","por","pt"
"423","Al-Di-Lá","Emilio Pericoli",1962,6225,68,46,22,"it","italian","ita","it"
"424","Ele é Engraxate","José Leão",1962,6226,74,20,54,"pt","portuguese","por","pt"
"425","Garota Solitária","Angela Maria",1962,6227,84,36,48,"pt","portuguese","por","pt"
"426","Lembranças","Carlos José",1962,6228,442,161,281,"pt","portuguese","por","pt"
"427","Las Secretarias","Harold Nicholas",1962,6229,163,47,116,"pt","portuguese","por","pt"
"428","Amargura","Ellen de Lima",1962,6230,188,101,87,"es","spanish","spa","es"
"429","Ya Ya","Joey Dee & The Starliters",1962,6231,420,212,208,"en","scots","eng","en"
"430","Brasil Bi-Campeão","Os Pequenos Cantores",1962,6232,147,110,37,"pt","portuguese","por","pt"
"431","Meu Nome é Ninguém","Miltinho",1962,6233,98,46,52,"pt","portuguese","por","pt"
"432","Moon River","Henry Mancini",1962,6234,71,37,34,"en","english","eng","en"
"433","The Twist","Chubby Checker",1962,6235,108,38,70,"en","english","sco","en"
"434","Domingo de Sol","Sergio Murilo",1962,6236,30,22,8,"pt","portuguese","por","pt"
"435","Stranger On The Shore","Mr. Acker Bilk",1962,6237,80,40,40,"en","english","eng","en"
"436","Esta Noite Ou Nunca","Carlos Augusto",1962,6238,71,44,27,"pt","portuguese","por","pt"
"437","Duas Taças","Mário Alves",1962,6239,135,66,69,"pt","portuguese","por","pt"
"438","Oba","Osvaldo Nunes",1962,6240,66,45,21,"pt","portuguese","por","pt"
"439","Breaking Up Is Hard To Do","Neil Sedaka",1962,6241,167,60,107,"en","english","eng","en"
"440","O Que é Que Eu Faço","Leila Silva",1962,6242,268,73,195,"pt","portuguese","por","pt"
"441","Amor em Serenata","Carlos Nobre",1962,6243,173,66,107,"pt","portuguese","por","pt"
"442","Las Secretarias","Rui Rey",1962,6244,163,47,116,"pt","portuguese","por","pt"
"443","Eu Sonhei Que Tu Estavas Tão Linda","Carlos Galhardo",1962,6245,72,66,6,"pt","portuguese","por","pt"
"444","Por Que Estás Enamorado","Edith Veiga",1962,6246,83,49,34,"es","spanish","spa","es"
"445","Canção da Tristeza","Vanja Orico",1962,6247,39,29,10,"pt","portuguese","por","pt"
"446","Speedy Gonzales","Pat Boone",1962,6248,148,102,46,"en","scots","eng","en"
"447","Come September","Billy Vaughn",1962,6249,150,85,65,"en","english","eng","en"
"448","Eu Que Amo Somente a Ti","José Ricardo",1962,6250,44,29,15,"pt","portuguese","por","pt"
"449","Malena","Roberto Carlos",1962,6251,90,45,45,"pt","portuguese","por","pt"
"450","Eu Sei","Rosemary & Os Cometas",1962,6252,121,35,86,"pt","portuguese","por","pt"
"451","Palavras de Amor","Roberto Silva",1962,6253,109,58,51,"pt","portuguese","por","pt"
"452","Mona Lisa","Cyro Aguiar",1962,6254,379,108,271,"en","english","eng","en"
"453","Garota Solitária","Celly Campello",1962,6255,84,36,48,"pt","portuguese","por","pt"
"454","Porteiro, Suba e Diga","João Dias",1962,6256,101,70,31,"pt","portuguese","por","pt"
"455","E a Vida Continua","Agnaldo Rayol",1962,6257,49,36,13,"pt","portuguese","por","pt"
"456","Dois Amores","Nelson Gonçalves",1962,6258,293,153,140,"pt","portuguese","por","pt"
"457","Gente Maldosa","Lucienne Franco",1962,6259,11,11,0,"pt","portuguese","por","pt"
"458","Meu Ex-Amor","Angela Maria",1962,6260,74,29,45,"pt","portuguese","por","pt"
"459","Dança dos Brotos","Rosemary",1962,6261,133,32,101,"pt","portuguese","por","pt"
"460","Amor em Cha-Cha-Cha","Fernando Costa",1962,6262,120,50,70,"es","spanish","glg","es"
"461","Cabelos Brancos","Silvio Caldas",1962,6263,165,73,92,"pt","portuguese","por","pt"
"462","O Pranto da Chuva","Carlos Nobre",1962,6264,59,50,9,"pt","portuguese","por","pt"
"463","Baby Elephant's Walk","Lawrence Welk",1962,6265,92,50,42,"en","english","eng","en"
"464","Parceria Com a Saudade","Carlos Nobre",1962,6266,173,62,111,"pt","portuguese","por","pt"
"465","Nega do Congo","Valter Levita",1962,6267,66,38,28,"pt","portuguese","por","pt"
"466","Tu és o Maior Amor da Minha Vida","Silvinho",1962,6268,46,31,15,"pt","portuguese","por","pt"
"467","A Lua é Camarada","Angela Maria",1962,6269,33,23,10,"pt","portuguese","por","pt"
"468","Beijo Roubado","Angela Maria",1962,6270,202,54,148,"pt","portuguese","por","pt"
"469","Can't Help Falling In Love","Elvis Presley",1962,6271,80,35,45,"en","english","eng","en"
"470","Juntinhos é Melhor","Emilinha Borba",1962,6272,68,45,23,"pt","portuguese","por","pt"
"471","Crying In The Rain","The Everly Brothers",1962,6273,149,67,82,"en","english","sco","en"
"472","Vou Ter Um Troço","Jackson do Pandeiro",1962,6274,44,20,24,"pt","portuguese","por","pt"
"473","Sherry","Four Seasons",1962,6275,106,46,60,"en","scots","eng","en"
"474","Dream Baby","Roy Orbison",1962,6276,161,32,129,"en","scots","eng","en"
"475","Contradizendo","Carlos Nobre",1962,6277,78,48,30,"pt","portuguese","por","pt"
"476","Eu Já Fiz Tudo","Anísio Silva",1962,6278,55,33,22,"pt","portuguese","por","pt"
"477","Norman","Sue Thompson",1962,6279,168,71,97,"en","scots","eng","en"
"478","Filho Bom","Luiz de Andrade",1962,6280,80,65,15,"pt","portuguese","por","pt"
"479","Quando Setembro Vier","Billy Vaughn",1962,6281,39,32,7,"pt","portuguese","por","pt"
"480","Lição de Twist","Conjunto Alvorada & Meire Pavão",1962,6282,130,94,36,"fr","french","fra","fr"
"481","Influência do Jazz","Carlos Lyra",1962,6283,106,65,41,"pt","portuguese","por","pt"
"482","Pepe","Duane Eddy",1962,6284,161,18,143,"pt","portuguese","por","pt"
"483","Happy Birthday, Sweet Sixteen","Neil Sedaka",1962,6285,172,74,98,"en","scots","eng","en"
"484","Castigo, Meu Amor","Emilinha Borba",1962,6286,52,41,11,"pt","portuguese","por","pt"
"485","Hey! Baby","Bruce Channel",1962,6287,389,169,220,"en","english","eng","en"
"486","Onde Estás Coração","Rinaldo Calheiros & Silvana",1962,6288,111,82,29,"pt","portuguese","por","pt"
"487","Não Conte Pra Ninguém","Ana Shirley",1962,6289,156,70,86,"pt","portuguese","por","pt"
"488","Sonhar Contigo","Adilson Ramos",1962,6290,67,35,32,"pt","portuguese","por","pt"
"489","I Know","Barbara George",1962,6291,426,158,268,"en","scots","eng","en"
"490","Garota de Saint-Tropez","Jorge Veiga",1962,6292,24,18,6,"pt","portuguese","por","pt"
"491","Segredo","Rosana Toledo",1962,6293,185,109,76,"pt","portuguese","por","pt"
"492","Johnny Angel","Shelley Fabares",1962,6294,139,55,84,"en","english","eng","en"
"493","O Arlequim de Toledo","Angela Maria",1962,6295,88,47,41,"pt","portuguese","por","pt"
"494","Estou Louco","Baby Santiago",1962,6296,144,62,82,"pt","portuguese","por","pt"
"495","Contando os Dias","Marco Antonio",1962,6297,64,44,20,"pt","portuguese","por","pt"
"496","O Barquinho","Walter Wanderley",1962,6298,107,46,61,"pt","portuguese","por","pt"
"497","O Rei do Gatilho","Moreira da Silva",1962,6299,243,188,55,"pt","portuguese","por","pt"
"498","Love Letters","Ketty Lester",1962,62100,47,34,13,"en","english","eng","en"
"499","Mas Que Nada","Jorge Ben",1963,6301,95,32,63,"pt","portuguese","por","pt"
"500","Sonhar Contigo","Adilson Ramos",1963,6302,67,35,32,"pt","portuguese","por","pt"
"501","Volta Por Cima","Noite Ilustrada",1963,6303,153,40,113,"pt","portuguese","por","pt"
"502","I Can't Stop Loving You","Ray Charles",1963,6304,162,47,115,"en","english","eng","en"
"503","Chove Chuva","Jorge Ben",1963,6305,150,42,108,"pt","portuguese","por","pt"
"504","Tudo de Mim","Altemar Dutra",1963,6306,57,48,9,"pt","portuguese","por","pt"
"505","Hava Nagila","Chubby Checker",1963,6307,49,10,39,NA,"manx","swh",NA
"506","Balanço Zona Sul","Tito Madi",1963,6308,59,42,17,"pt","portuguese","por","pt"
"507","Enigma","Nelson Gonçalves",1963,6309,271,93,178,"pt","portuguese","por","pt"
"508","Filme Triste","Trio Esperança",1963,6310,68,48,20,"pt","portuguese","por","pt"
"509","Splish Splash","Roberto Carlos",1963,6311,174,40,134,"pt","portuguese","por","pt"
"510","Amor Sincero","Silvinho",1963,6312,163,66,97,"pt","portuguese","por","pt"
"511","Tem Bobo Pra Tudo","Alcides Gerardi",1963,6313,81,49,32,"pt","portuguese","por","pt"
"512","O Passo do Elefantinho","Trio Esperança",1963,6314,66,40,26,"pt","portuguese","por","pt"
"513","Blame It On The Bossa Nova","Eydie Gormé",1963,6315,165,65,100,"en","english","eng","en"
"514","Afrikan Beat","Bert Kaempfert",1963,6316,344,172,172,"pt","portuguese","por","pt"
"515","Uirapuru","Nilo Amaro & Os Cantores de Ébano",1963,6317,91,45,46,"pt","portuguese","por","pt"
"516","Boogie do Bebê","Tony Campello",1963,6318,70,52,18,"pt","portuguese","por","pt"
"517","O Maior Amor","Silvinho",1963,6319,54,46,8,"pt","portuguese","por","pt"
