Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Casinha Pequenina,Cascatinha & Inhana,1958,5875,Casinha Pequenina,Cascatinha e Inhana,"Casinha Pequenina
Tu não te lembras da casinha pequenina
Onde o nosso amor nasceu
Tu não te lembras da casinha pequenina
Onde o nosso amor nasceu
Tinha um coqueiro do lado
Que coitado de saudade já morreu
Tinha um coqueiro do lado
Que coitado de saudade já morreu
Tu não te lembras das juras e perjuras
Que fizeste com fervor
Tu não te lembras das juras e perjuras
Que fizeste com fervor
Do teu beijo demorado prolongado
Que selou o nosso amor
Do teu beijo demorado prolongado
Que selou o nosso amor
Tu não te lembras do olhar que a meu pesar
Dou-te o adeus da despedida
Tu não te lembras do olhar que a meu pesar
Dou-te o adeus da despedida
Eu ficava tu partias tu sorrias
E eu chorei por toda a vida
Eu ficava tu partias tu sorrias
E eu chorei por toda a vida",pt,2
Incerteza,Ivete Siqueira,1958,5876,Incerteza,Ivete Siqueira,"
Sou tão feliz com teu amor 
Sempre a sorrir sempre a sonhar
mas se um dia o teu amor morrer
tudo pode acontecer
só em pensar em te perder 
chego a chorar chego a sofrer
a tristeza envolve o coração
vem a nostalgia adeus alegria em meu coração
mas eu não posso descrer do amor
desse amor que é meu só meu no prazer e na dor
mas eu não posso descrer do amor
desse amor que é meu só meu no prazer e na dor",pt,1
Cacho de Banana,Arrelia & Pimentinha,1958,5877,Cacho de Banana (Day-o),Xuxa,"Day-o, Day-ay-ay-o
Daylight come and me wan' go home
Day, me say day, me say day, me say day
Me say day, me say day-ay-ay-o
Daylight come and me wan' go home
Toda noite eu trabalho
O dia chega, e a gente vai
Carrego bananas até de manhã
O dia chega, e a gente vai
Venha meu senhor, venha carregar bananas
O dia chega, e a gente vai
Venha meu senhor, venha carregar bananas
O dia chega, e a gente vai
Seis cachos, sete cachos, oito cachos... Wow!
O dia chega, e a gente vai
Seis cachos, sete cachos, oito cachos... Wow!
O dia chega, e a gente vai
Day-o, Day-ay-ay-o
Daylight come and me wan' go home
Day, me say day, me say day, me say day
Me say day, me say day-ay-ay-o
Daylight come and me wan' go home
O dia chega, e a gente vai
Daylight come and me wan' go home
Um lindo cacho de bananas
O dia chega, e a gente vai
Seis cachos, sete cachos, oito cachos... Wow!
O dia chega, e a gente vai
Seis cachos, sete cachos, oito cachos... Wow!
O dia chega, e a gente vai
Day-o, Day-ay-ay-o
Daylight come and me wan' go home
Day, me say day, me say day, me say day
Me say day, me say day-ay-ay-o
Daylight come and me wan' go home
O dia chega, e a gente vai
Daylight come and me wan' go home
Day-o, Day-ay-ay-o
Daylight come and me wan' go home
Day, me say day, me say day, me say day
Me say day, me say day-ay-ay-o
Daylight come and me wan' go home",pt,1
Serenata do Adeus,Morgana,1958,5878,Serenata do Adeus,Vinicius de Moraes,"Ai, a lua que no céu surgiu
Não é a mesma que te viu
Nascer dos braços meus
Cai a noite sobre o nosso amor
E agora só restou do amor
Uma palavra: Adeus
Ai, vontade de ficar
Mas tendo que ir embora
Ai, que amar é se ir morrendo pela vida afora
É refletir na lágrima
Um momento breve
De uma estrela pura, cuja luz morreu
Ah, mulher, estrela a refulgir
Parte, mas antes de partir
Rasga o meu coração
Crava as garras no meu peito em dor
E esvai em sangue todo amor
Toda a desilusão
Ai, vontade de ficar
Mas tendo que ir embora
Ai, que amar é se ir morrendo pela vida afora
É refletir na lágrima
Um momento breve de uma estrela pura
Cuja luz morreu
Numa noite escura
Triste como eu",pt,2
Baião da Serra Grande,Palmeira & Biá,1958,5881,Baião da Serra Grande,Palmeira e Biá,"O baião da Serra Grande
Já não ouves minha amada
Hoje vives no asfalto
E a casinha aqui do alto
Já não é nossa morada
Aqui tão perto do céu
Já não há felicidade
Este triste trovador
Que já foi o teu amor
Hoje chora de saudade
Não se escuta mais na serra
O cantar da juriti
Tudo é triste nesta terra
Porque a minha bem amada
Já não mora mais aqui
Se um dia te cansares
Dessa vida fantasia
Eu te espero meu benzinho
Ali no mesmo caminho
Que esperava todo dia
Tua presença aqui na serra
Sempre peço a Deus que mande
Tudo ficará contente
Cantaremos novamente
O baião da Serra Grande",pt,1
Lampião de Gás,Inezita Barroso,1958,5882,Lampião de Gás,Inezita Barroso,"Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Da sua luzinha verde azulada
Que iluminava a minha janela
Do almofadinha lá na calçada
Palheta branca, calça apertada
Do bilboquê, do diabolô
Me dá foguinho, vai no vizinho
De pular corda, brincar de roda
De benjamim, jagunço e chiquinho
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Do bonde aberto, do carvoeiro
Do vossoureiro, com seu pregão
Da vovózinha, muito branquinha
Fazendo roscas, sequilhos e pão
Da garoinha fria, fininha
Escorregando pela vidraça
Do sabugueiro grande e cheiroso
Lá no quintal da rua da graça
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Lampião de gás
Lampião de gás
Quanta saudade
Você me traz
Minha São Paulo calma e serena
Que era pequena, mas grande demais
Agora cresceu, mas tudo morreu
Lampião de gás que saudade me traz",pt,5
Caruaru,Dalva de Oliveira,1958,5884,Caruaru,Dalva de Oliveira,"Foi num belo dia de verão
Que eu perdi meu coração
Foi numa cidade do sertão
Que guardo na recordação
Caruaru, Caruaru
A princesinha do norte és tu",pt,2
Meu Anjo Especial,Nilza Miranda,1958,5886,Meu Anjo Especial,João Paulo e Julia,"Eu tava caminhando
Quando eu vi o Sol nascer
E na beleza dos seus raios
Ele iluminou você, você
Foi complicado controlar o momento da emoção
Quem me dera eu pudesse mandar no meu coração
Ou não
Surpreendente seu olhar se chocou de frente ao meu
Então a mágica aconteceu
O coração que tava frio de repente se aqueceu
Então aconteceu você e eu
E quem diria
Que o amor pudesse me encontrar um dia
Dizem que é sorte
Mas sei que Deus te fez pra mim
Com o melhor molde
É tão perfeito
Um sentimento que explode dentro do peito
É tão intenso que não parece real
Meu anjo especial",pt,1
Mamãe Eu Levei Bomba,Dircinha Batista,1958,5889,Mamãe Eu Levei Bomba,Dircinha Batista,"Mamãe, mamãe, mamãe eu levei bomba
Mamãe eu levei bomba, pela primeira vez
Filinha, filinha, filinha queridinha
Foi francês? Foi português?
Nem sei mamãe, nem sei
A prova foi tão dura mamãe que eu naufraguei
Agora
Não adianta chorar
O remédio é estudar",pt,1
Prece,Agnaldo Rayol,1958,5891,Prece,Agnaldo Rayol,"Quem duvidar que duvide
A saudade em meu peito reside
Sem querer fui querer
Novamente

Já fiz tanta oração
Ao Senhor eu pedi
Proteção, inutilmente
Eu rezei minha prece
Saudade vai e me esquece",pt,1
Noite Cheia de Estrelas,Poly & Seu Conjunto,1958,5893,Noite Cheia de Estrelas,Silvio Caldas,"Noite alta, céu risonho
A quietude é quase um sonho
O luar cai sobre a mata
Qual uma chuva de prata
De raríssimo esplendor
Só tu dormes, não escutas
O teu cantor
Revelando à lua airosa
A história dolorosa desse amor
Lua
Manda a tua luz prateada
Despertar a minha amada
Quero matar meus desejos
Sufocá-la com os meus beijos
Canto
E a mulher que eu amo tanto
Não me escuta, está dormindo
Canto e por fim
Nem a lua tem pena de mim
Pois ao ver que quem te chama sou eu
E entre a neblina se escondeu
Lá no alto a lua esquiva
Está no céu tão pensativa
As estrelas tão serenas
Qual dilúvio de falenas
Andam tontas ao luar
Todo o astral ficou silente
Para escutar
O teu nome entre as endechas
E as dolorosas queixas
Ao luar",pt,1
Prece ao Vento,Gilvan Chaves,1958,5896,Prece Ao Vento,Gilvan Chaves,"Vento que embalança as páias do coqueiro
Vento que encrespa as águas do mar
Vento que assanha os cabelos da morena
me traz notícia de lá
Vento que assobia nos teiado
Chamando pra lua espiá
Vento que na beira lá da praia
Escutava meu amor a cantar
Hoje tô sozinho e tu também
Triste me alembrando do meu bem
Vento diga por favor
Adonde se escondeu o meu amor",pt,1
Guarde a Sandália Dela,Germano Mathias,1958,5897,Guarde A Sandália Dela,Germano Mathias,"Guarde a sandália dela
Que o samba sem ela não pode ficar
Diga também pra ela
Que a escola sem ela não vai desfilar
Diga que foi por ela
Por causa dela eu parei de sambar
Diga que toda a favela
Chamando por ela se pôs a rezar",pt,2
Garoa,Albertinho Fortuna,1958,5898,Garoa (Garua),Albertinho Fortuna,"A noite morna é um vazio tão frio
O vento arrasta um estranho lamento
Parece um poço de sombra, à noite
E eu na sombra caminho tão lento
Entretanto a garoa se amonta
Amaldiçoa o meu coração
E nesta noite tão fria vazia
A mesma antiga saudade me invade
E por mais que queria odiá-la, desejá-la e olvidá-la, eu a quero mais
Garoa, ando triste pela rua, levo o coração ferido, soluçando inconformado
Sofrendo, vendo, o anseio mais querido, de repente destroçado
Perdido!
Sou um fantasma, pelas sombras, outras sombra procurando
Garoa, tristeza, só me resta sofrer e chorar
A noite é um charco de tédio e de frio
Ninguém se arriscar passar pela esquina
Na rua escura, vagando com o vento
Só mesmo a chuva, tão fria e tão fina
E a minha alma que é um destroço
Que eu carrego como posso
Esperando o fim
As gotas caem num charco em minha alma
Na solidão se afogando sem calma
E aumentando o meu tormento
Cai a chuva sopra o vento
Já não posso mais
Garoa, ando triste pela rua, levo o coração ferido, soluçando inconformado
Sofrendo, vendo, o anseio mais querido, de repente destroçado
Perdido!
Sou um fantasma, pelas sombras, outras sombra procurando
Garoa, tristeza, só me resta sofrer e chorar",pt,1
Nova Flor (O Homem Não Deve Chorar),Palmeira & Biá,1958,5899,Nova Flor (Os Homens Não Devem Chorar),Palmeira e Biá,"Quando te perdi não compreendi tua ingratidão
Fiquei a cismar, sem me conformar com a solidão
A nossa casinha, na beira da linha tão triste ficou
Só o teu perfume fazendo ciúme foi o que restou
Teu procedimento me fez infeliz
Deixando em meu peito uma cicatriz
Ao te ver de braços com um outro amor
Não sei como pude suportar a dor
Eu sei que um homem não deve chorar
Por uma mulher lhe abandonar
Mas não me contive no que aconteceu
E chorei baixinho o carinho teu
Hoje faz um ano que o desengano e a ingratidão
Tiveram um fim ao chegar pra mim nova ilusão
No jardim do amor uma nova flor veio florescer
Trazendo bonança e nova esperança para o meu viver
Dizem que há males que vem para bem
Um amor se vai outro logo vem
Como não há mal que não tenha fim
O que me fizeste foi um bem pra mim
Não venho pedir não venho implorar
Venho aqui somente para te contar
Que não me interessa mais o teu amor
Pois tenho comigo uma nova flor",pt,6
Estúpido Cupido,Celly Campelo,1959,5901,Estúpido Cupido,Celly Campello,"Oh, Cupido, vê se deixa em paz
(Oh-oh, Cupido) meu coração que já não pode amar
(Oh-oh, Cupido) eu amei há muito tempo atrás
(Oh-oh, Cupido) já cansei de tanto soluçar
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)
Eu dei meu coração a um belo rapaz
(Oh-oh, Cupido) que prometeu me amar e me fazer feliz
(Oh-oh, Cupido) porém, ele me passou pra trás
(Oh-oh, Cupido) meu beijo, recusou, e meu amor, não quis
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)
Não fira um coração cansado de chorar
A flecha do amor só traz a angústia e a dor (oh-oh, Cupido)
Mas, seu Cupido, o meu coração
(Oh-oh, Cupido) não quer saber de mais uma paixão
(Oh-oh, Cupido) por favor, vê se me deixa em paz
(Oh-oh, Cupido) meu pobre coração já não aguenta mais
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido) mas, seu Cupido, o meu coração
(Oh-oh, Cupido) não quer saber de mais uma paixão
(Oh-oh, Cupido) por favor, vê se me deixa em paz
(Oh-oh, Cupido) meu pobre coração já não aguenta mais
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)
(Oh-oh, Cupido)",pt,1
"Vai, Mas Vai Mesmo",Nora Ney,1959,5902,"Vai, Mas Vai Mesmo",Nora Ney,"Vai, vai mesmo
Eu não quero você mais, nunca mais
Tenha santa paciência
Põe a mão na consciência
Deixe-me viver em paz (vai ou não vai)
Vai, vai mesmo
Eu não quero você mais, nunca mais
Tenha santa paciência
Põe a mão na consciência
Deixe-me viver em paz
Sai de vez do meu caminho
Dê a outro o seu carinho
Me abandone por favor, ai que dor
Você machucou meu peito
Não tem mais o direito
De mandar no meu amor
Vai, vai mesmo
Eu não quero você mais, nunca mais
Tenha santa paciência
Põe a mão na consciência
Deixe-me viver em paz
Sai de vez do meu caminho
Dê a outro o seu carinho
Me abandone por favor, ai que dor
Você machucou meu peito
Não tem mais o direito
De mandar no meu amor",pt,1
Quem é?,Osmar Navarro,1959,5904,Quem é?,Osmar Navarro,"Quem é
Que lhe cobre de beijos
Satisfaz seus desejos
E que muito lhe quer
Quem é
Que esforços não mede
Quando você me pede
Uma coisa qualquer
Quem é
Que de você tem ciúmes
Quem é
Que lhe ouve os queixumes
Quem é
Que lhe cobre de beijos
Satisfaz seus desejos
E que muito lhe quer",pt,1
A Felicidade,Agostinho dos Santos,1959,5905,A Felicidade,Tom Jobim,"Tristeza não tem fim (tristeza não tem fim)
Felicidade sim
A felicidade é como a pluma
Que o vento vai levando pelo ar
Voa tão leve, mas tem a vida breve
Precisa que haja vento sem parar
A felicidade do pobre parece
A grande ilusão do carnaval
A gente trabalha o ano inteiro
Por um momento de sonho, pra fazer a fantasia
De rei, ou de pirata, ou jardineira
E tudo se acabar na quarta-feira
Tristeza não tem fim
Felicidade sim
Tristeza não tem fim
Felicidade sim
A felicidade é como a gota de orvalho numa pétala de flor
Brilha tranquila
Depois, de leve oscila
E cai como uma lágrima de amor
A minha felicidade está sonhando
Nos olhos da minha namorada
É como esta noite passando, passando
Em busca da madrugada
Falem baixo, por favor
Pra que ela acorde alegre como o dia
Oferecendo beijos de amor
Tristeza não tem fim
Tristeza não tem fim
Tristeza não tem fim
Tristeza não tem fim
Tristeza não tem fim
Tristeza não tem fim",pt,1
Laçinhos Cor de Rosa,Celly Campello,1959,5906,Lacinhos Cor de Rosa,Celly Campello,"Tenho um amor puro e verdadeiro
É playboy é bom companheiro
Brotinho enxuto um amor
Mas não me liga que horror
Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar
Ele usa lambreta e é tão veloz
Se passa na corrida eu perco a voz
E fico desejando, Oh! meu Deus!
Que ele caia bem nos braços meus
Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar
Quando ele dança rock é uma sensação
Faz rápido dançar o meu coração
Seu beijo deve ter a delícia do amor
E ele não me beija que horror
Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar
Um dia resolvi, e ao broto fui falar
O que ele me disse deu vontade de chorar
Lacinhos cor de rosa ficam bem só na cabeça
Se quiser me conquistar você cresça e apareça
Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar",pt,1
Deusa do Asfalto,Nelson Gonçalves,1959,5907,Deusa do Asfalto,Nelson Gonçalves,"Um dia sonhei um porvir risonho
E coloquei o meu sonho
Num pedestal bem alto
Não devia e, por isso, me condeno
Sendo do morro e moreno
Amar a deusa do asfalto
Um dia ela casou com alguém
Lá do asfalto também
E dizem que bem me quer
Eu, triste boêmio da rua
Casei-me também com a Lua
Que ainda é minha mulher
É cantando que carrego a minha cruz
Abraçado ao amigo violão
Minha noite de luar já não tem luz
Quem me abraça é a negra solidão
É cantando que afasto do coração
Esta mágoa que ficou daquele amor
Se não fosse o amigo violão
Eu morria de saudade e de dor",pt,1
